repeat,outer_fold,feature_set,model,inner_macro_f1_mean,inner_macro_f1_std,inner_fold_scores
4,1,Frekuensi,Random Forest,0.5650643752940329,0.0193051175343374,"[0.585858585859, 0.561573178594, 0.540229885057, 0.572595851666]"
4,1,Gabungan 6 Fitur,Logistic Regression,0.812005607644553,0.06004372738454598,"[0.861952861953, 0.864773495605, 0.74921630094, 0.77207977208]"
4,1,Gabungan 6 Fitur,SVM (RBF),0.9280840862990964,0.05228636134522524,"[1.0, 0.918864097363, 0.87460815047, 0.918864097363]"
4,1,Gabungan 6 Fitur,Random Forest,0.9197590171984089,0.062498592763355336,"[1.0, 0.918864097363, 0.847444698703, 0.912727272727]"
4,2,Edge/Morfologi,Logistic Regression,0.7724604480699241,0.04958064346649021,"[0.706571242681, 0.810682893847, 0.761904761905, 0.810682893847]"
4,2,Edge/Morfologi,SVM (RBF),0.786909591422776,0.027469455464909184,"[0.764367816092, 0.810682893847, 0.761904761905, 0.810682893847]"
4,2,Edge/Morfologi,Random Forest,0.7476567812951717,0.09164009932705806,"[0.737179487179, 0.860237596087, 0.636617749825, 0.756592292089]"
4,2,Tekstur,Logistic Regression,0.7413299017704051,0.0486169325528379,"[0.696296296296, 0.786422578185, 0.702380952381, 0.78021978022]"
4,2,Tekstur,SVM (RBF),0.8454403548396683,0.08308734055213236,"[0.913684210526, 0.908466819222, 0.821428571429, 0.738181818182]"
4,2,Tekstur,Random Forest,0.8147531923003621,0.05710515536772438,"[0.861952861953, 0.854545454545, 0.738181818182, 0.804332634521]"
4,2,Frekuensi,Logistic Regression,0.5899908625730994,0.07914688470757136,"[0.64125, 0.669841269841, 0.548872180451, 0.5]"
4,2,Frekuensi,SVM (RBF),0.5817898992317597,0.065644951076975,"[0.641077441077, 0.568253968254, 0.622878692646, 0.494949494949]"
4,2,Frekuensi,Random Forest,0.6440630163002814,0.040126089124429165,"[0.646551724138, 0.642857142857, 0.692522711391, 0.594320486815]"
4,2,Gabungan 6 Fitur,Logistic Regression,0.8279654099953085,0.04819152788284612,"[0.75992192583, 0.854545454545, 0.82905982906, 0.868334430546]"
4,2,Gabungan 6 Fitur,SVM (RBF),0.9157407095663439,0.061425300058288494,"[0.919973975277, 0.970909090909, 0.94301994302, 0.82905982906]"
4,2,Gabungan 6 Fitur,Random Forest,0.9072399351172936,0.049345156249959214,"[0.887362637363, 0.970909090909, 0.916142557652, 0.854545454545]"
4,3,Edge/Morfologi,Logistic Regression,0.7539915025812052,0.03360175667706761,"[0.709443099274, 0.786666666667, 0.771428571429, 0.748427672956]"
4,3,Edge/Morfologi,SVM (RBF),0.7621963856354763,0.053358054632055965,"[0.74921630094, 0.796363636364, 0.810682893847, 0.692522711391]"
4,3,Edge/Morfologi,Random Forest,0.7528572077288431,0.02258163379652959,"[0.725400457666, 0.78021978022, 0.756592292089, 0.74921630094]"
4,3,Tekstur,Logistic Regression,0.7041380695841841,0.11208383793171439,"[0.761904761905, 0.644874899112, 0.82905982906, 0.58071278826]"
4,3,Tekstur,SVM (RBF),0.789105644546148,0.07296150281214768,"[0.880952380952, 0.702380952381, 0.786666666667, 0.786422578185]"
4,3,Tekstur,Random Forest,0.7836945083406991,0.08776861504061588,"[0.908466819222, 0.761904761905, 0.702501690331, 0.761904761905]"
4,3,Frekuensi,Logistic Regression,0.44308127491498966,0.13049043213493758,"[0.252095422308, 0.522313010685, 0.466666666667, 0.53125]"
4,3,Frekuensi,SVM (RBF),0.6147924895764758,0.10721987316166925,"[0.739583333333, 0.605003291639, 0.479166666667, 0.635416666667]"
4,3,Frekuensi,Random Forest,0.6081031133843025,0.11674409774279633,"[0.78021978022, 0.58071278826, 0.53125, 0.540229885057]"
4,3,Gabungan 6 Fitur,Logistic Regression,0.8329880403284659,0.03572751229023105,"[0.880952380952, 0.835164835165, 0.819471308833, 0.796363636364]"
4,3,Gabungan 6 Fitur,SVM (RBF),0.9002849002849003,0.05455425115420735,"[0.94301994302, 0.82905982906, 0.94301994302, 0.88603988604]"
4,3,Gabungan 6 Fitur,Random Forest,0.8935511553436082,0.05711330787165725,"[0.972047519217, 0.880952380952, 0.835164835165, 0.88603988604]"
4,4,Edge/Morfologi,Logistic Regression,0.7615196614724568,0.05211232300898743,"[0.751515151515, 0.82905982906, 0.763001974984, 0.702501690331]"
4,4,Edge/Morfologi,SVM (RBF),0.7558337551452263,0.06165287834222232,"[0.735483870968, 0.821428571429, 0.786422578185, 0.68]"
4,4,Edge/Morfologi,Random Forest,0.7123839856571788,0.08172681171779493,"[0.623224728488, 0.821428571429, 0.702380952381, 0.702501690331]"
4,4,Tekstur,Logistic Regression,0.7283011057697399,0.07207700506597343,"[0.741052631579, 0.761904761905, 0.786422578185, 0.623824451411]"
4,4,Tekstur,SVM (RBF),0.7973701831243935,0.03149115104637199,"[0.76660341556, 0.821428571429, 0.827437446074, 0.774011299435]"
4,4,Tekstur,Random Forest,0.7673155420426389,0.013767246792692254,"[0.76660341556, 0.748427672956, 0.774011299435, 0.78021978022]"
4,4,Frekuensi,Logistic Regression,0.5060503970899508,0.13205472747560157,"[0.59, 0.323867478026, 0.615384615385, 0.494949494949]"
4,4,Frekuensi,SVM (RBF),0.6579048600391505,0.04827633947193438,"[0.6925, 0.702501690331, 0.636617749825, 0.6]"
4,4,Frekuensi,Random Forest,0.6623232111674072,0.09664541933100237,"[0.585858585859, 0.58071278826, 0.702501690331, 0.78021978022]"
4,4,Gabungan 6 Fitur,Logistic Regression,0.8264507993913028,0.055134918984545804,"[0.774725274725, 0.854545454545, 0.89010989011, 0.786422578185]"
4,4,Gabungan 6 Fitur,SVM (RBF),0.9284428063201648,0.03877351508187005,"[0.945767195767, 0.916142557652, 0.880952380952, 0.970909090909]"
4,4,Gabungan 6 Fitur,Random Forest,0.9423713777487362,0.053797318150819236,"[0.972390572391, 0.916142557652, 0.880952380952, 1.0]"
4,5,Edge/Morfologi,Logistic Regression,0.8324684574684573,0.04561412915816739,"[0.891534391534, 0.82905982906, 0.78021978022, 0.82905982906]"
4,5,Edge/Morfologi,SVM (RBF),0.8119205188170706,0.06548885248897884,"[0.861952861953, 0.74921630094, 0.761904761905, 0.87460815047]"
4,5,Edge/Morfologi,Random Forest,0.8062418887890586,0.032479564208363294,"[0.837301587302, 0.761904761905, 0.821428571429, 0.804332634521]"
4,5,Tekstur,Logistic Regression,0.7568360082093457,0.08916343778043177,"[0.788504053058, 0.804332634521, 0.810682893847, 0.623824451411]"
4,5,Tekstur,SVM (RBF),0.7975175179789784,0.0925328837694719,"[0.882183908046, 0.864773495605, 0.756592292089, 0.686520376176]"
4,5,Tekstur,Random Forest,0.7688678893262935,0.0832250706533304,"[0.856140350877, 0.815668202765, 0.67032967033, 0.733333333333]"
4,5,Frekuensi,Logistic Regression,0.5870034064648508,0.04390157955327039,"[0.607655502392, 0.598997493734, 0.619047619048, 0.522313010685]"
4,5,Frekuensi,SVM (RBF),0.5828579115653184,0.06887642503098765,"[0.568954854669, 0.598997493734, 0.66473243069, 0.498746867168]"
4,5,Frekuensi,Random Forest,0.5968573469432267,0.08036429540520744,"[0.507273877293, 0.594320486815, 0.583333333333, 0.702501690331]"
4,5,Gabungan 6 Fitur,Logistic Regression,0.8672362822362822,0.020908024615271078,"[0.861952861953, 0.88603988604, 0.84, 0.880952380952]"
4,5,Gabungan 6 Fitur,SVM (RBF),0.8980240591802457,0.0732025857741178,"[0.972390572391, 0.94301994302, 0.864773495605, 0.811912225705]"
4,5,Gabungan 6 Fitur,Random Forest,0.9216181966181966,0.04352145384138528,"[0.972390572391, 0.94301994302, 0.89010989011, 0.880952380952]"
5,1,Edge/Morfologi,Logistic Regression,0.7847505394675206,0.07917608974001794,"[0.78021978022, 0.78021978022, 0.692522711391, 0.88603988604]"
5,1,Edge/Morfologi,SVM (RBF),0.7857359307359306,0.04233693197787159,"[0.761904761905, 0.738181818182, 0.821428571429, 0.821428571429]"
5,1,Edge/Morfologi,Random Forest,0.7892160617160617,0.07585057551039115,"[0.77207977208, 0.796363636364, 0.702380952381, 0.88603988604]"
5,1,Tekstur,Logistic Regression,0.7452442002442001,0.08842248645269767,"[0.68, 0.65811965812, 0.821428571429, 0.821428571429]"
5,1,Tekstur,SVM (RBF),0.8025699208722394,0.03269678217629885,"[0.786422578185, 0.77207977208, 0.847444698703, 0.804332634521]"
5,1,Tekstur,Random Forest,0.8055709210585942,0.021045713989237262,"[0.804332634521, 0.786422578185, 0.796363636364, 0.835164835165]"
5,1,Frekuensi,Logistic Regression,0.45850057087379603,0.11024219847447528,"[0.568253968254, 0.316239316239, 0.51746031746, 0.432048681542]"
5,1,Frekuensi,SVM (RBF),0.6003002324553258,0.12330213521547662,"[0.748427672956, 0.646464646465, 0.466666666667, 0.539641943734]"
5,1,Frekuensi,Random Forest,0.5693461410003753,0.009159512799351364,"[0.56043956044, 0.572595851666, 0.58071278826, 0.563636363636]"
5,1,Gabungan 6 Fitur,Logistic Regression,0.8020960520960521,0.05806891767757534,"[0.835164835165, 0.7150997151, 0.82905982906, 0.82905982906]"
5,1,Gabungan 6 Fitur,SVM (RBF),0.8876164092865841,0.055685895811694974,"[0.864773495605, 0.854545454545, 0.970909090909, 0.860237596087]"
5,1,Gabungan 6 Fitur,Random Forest,0.8794435922582375,0.021332595703305035,"[0.89010989011, 0.847444698703, 0.89010989011, 0.89010989011]"
5,2,Edge/Morfologi,Logistic Regression,0.7486116904342125,0.042367895561352426,"[0.7150997151, 0.795, 0.774011299435, 0.710335747202]"
5,2,Edge/Morfologi,SVM (RBF),0.7323112235618887,0.05237279868581846,"[0.786422578185, 0.670377241806, 0.709443099274, 0.763001974984]"
5,2,Edge/Morfologi,Random Forest,0.7345545070121342,0.044500148992863045,"[0.709443099274, 0.684615384615, 0.77207977208, 0.77207977208]"
5,2,Tekstur,Logistic Regression,0.76578849001512,0.07499597616927454,"[0.835164835165, 0.667649226234, 0.811912225705, 0.748427672956]"
5,2,Tekstur,SVM (RBF),0.8297558833944243,0.031623321069362095,"[0.854545454545, 0.788504053058, 0.821428571429, 0.854545454545]"
5,2,Tekstur,Random Forest,0.7518698490161275,0.06563182650913686,"[0.821428571429, 0.667649226234, 0.738181818182, 0.78021978022]"
5,2,Frekuensi,Logistic Regression,0.42271028730331056,0.08582096530482303,"[0.314285714286, 0.440909090909, 0.413333333333, 0.522313010685]"
5,2,Frekuensi,SVM (RBF),0.6330713319810684,0.054027772100797365,"[0.702501690331, 0.598039215686, 0.648411088573, 0.583333333333]"
5,2,Frekuensi,Random Forest,0.6437393162393162,0.049447371883998274,"[0.626666666667, 0.632051282051, 0.7150997151, 0.60113960114]"
5,2,Gabungan 6 Fitur,Logistic Regression,0.8519063387996375,0.07342990440652068,"[0.84, 0.764367816092, 0.94301994302, 0.860237596087]"
5,2,Gabungan 6 Fitur,SVM (RBF),0.9020400895400895,0.025729617928561904,"[0.88603988604, 0.891534391534, 0.940476190476, 0.89010989011]"
5,2,Gabungan 6 Fitur,Random Forest,0.9162739108986574,0.02335923525730305,"[0.918864097363, 0.917171717172, 0.88603988604, 0.94301994302]"
5,3,Edge/Morfologi,Logistic Regression,0.8215798263976125,0.0856131120997405,"[0.788504053058, 0.945054945055, 0.748427672956, 0.804332634521]"
5,3,Edge/Morfologi,SVM (RBF),0.7800398270607459,0.09010047553530356,"[0.775956284153, 0.908466819222, 0.725400457666, 0.710335747202]"
5,3,Edge/Morfologi,Random Forest,0.7405778872944772,0.0698163477420409,"[0.813636363636, 0.710335747202, 0.65811965812, 0.78021978022]"
5,3,Tekstur,Logistic Regression,0.7267390280637194,0.07891542903277847,"[0.798596491228, 0.786422578185, 0.635416666667, 0.686520376176]"
5,3,Tekstur,SVM (RBF),0.8085425767977255,0.0289088886896937,"[0.813636363636, 0.847444698703, 0.786666666667, 0.786422578185]"
5,3,Tekstur,Random Forest,0.8108237044622453,0.07985191292963878,"[0.788504053058, 0.912727272727, 0.720634920635, 0.821428571429]"
5,3,Frekuensi,Logistic Regression,0.4592141642939095,0.16747111309956092,"[0.662871600253, 0.448621553885, 0.253333333333, 0.472030169705]"
5,3,Frekuensi,SVM (RBF),0.6157463395964217,0.12397019494509381,"[0.714737507906, 0.574734208881, 0.7150997151, 0.458413926499]"
5,3,Frekuensi,Random Forest,0.6437499048819804,0.10229565329246273,"[0.641077441077, 0.748427672956, 0.68, 0.505494505495]"
5,3,Gabungan 6 Fitur,Logistic Regression,0.8525625402562078,0.07717367673137705,"[0.823275862069, 0.94301994302, 0.763001974984, 0.880952380952]"
5,3,Gabungan 6 Fitur,SVM (RBF),0.930353579064469,0.051516176684103104,"[0.913684210526, 0.970909090909, 0.864773495605, 0.972047519217]"
5,3,Gabungan 6 Fitur,Random Forest,0.94991519091817,0.027633386669652246,"[0.913684210526, 0.970909090909, 0.94301994302, 0.972047519217]"
5,4,Edge/Morfologi,Logistic Regression,0.7699710448210194,0.04902143639356044,"[0.788504053058, 0.811912225705, 0.699248120301, 0.78021978022]"
5,4,Edge/Morfologi,SVM (RBF),0.7884372665061491,0.07017923409203973,"[0.696296296296, 0.838579499596, 0.771428571429, 0.847444698703]"
5,4,Edge/Morfologi,Random Forest,0.8008865110415818,0.03965285445233356,"[0.774725274725, 0.761904761905, 0.819471308833, 0.847444698703]"
5,4,Tekstur,Logistic Regression,0.7778505871714466,0.06676763205051664,"[0.856140350877, 0.748427672956, 0.702501690331, 0.804332634521]"
5,4,Tekstur,SVM (RBF),0.8197679172679173,0.02536321522588872,"[0.806734006734, 0.854545454545, 0.796363636364, 0.821428571429]"
5,4,Tekstur,Random Forest,0.8146850753192464,0.05365079134102409,"[0.823275862069, 0.786422578185, 0.763001974984, 0.88603988604]"
5,4,Frekuensi,Logistic Regression,0.5853659657717054,0.04993387250494391,"[0.526443768997, 0.572595851666, 0.59595959596, 0.646464646465]"
5,4,Frekuensi,SVM (RBF),0.6023875187319324,0.03680347650465309,"[0.559139784946, 0.590792838875, 0.613152804642, 0.646464646465]"
5,4,Frekuensi,Random Forest,0.6387512218963831,0.07815395039482949,"[0.568954854669, 0.573333333333, 0.702380952381, 0.710335747202]"
5,4,Gabungan 6 Fitur,Logistic Regression,0.9006992581369255,0.04925111716942625,"[0.84893146647, 0.940476190476, 0.868334430546, 0.945054945055]"
5,4,Gabungan 6 Fitur,SVM (RBF),0.9021613756085478,0.06534885534897011,"[0.84893146647, 0.970909090909, 0.84375, 0.945054945055]"
5,4,Gabungan 6 Fitur,Random Forest,0.9159972104156475,0.036845584695449775,"[0.913684210526, 0.940476190476, 0.864773495605, 0.945054945055]"
5,5,Edge/Morfologi,Logistic Regression,0.7633875176622817,0.10208352416021993,"[0.728835978836, 0.635416666667, 0.82905982906, 0.860237596087]"
5,5,Edge/Morfologi,SVM (RBF),0.7507217163102353,0.04179359123208273,"[0.774725274725, 0.692522711391, 0.74921630094, 0.786422578185]"
5,5,Edge/Morfologi,Random Forest,0.8079904423751144,0.027868145804803932,"[0.84893146647, 0.786666666667, 0.8, 0.796363636364]"
5,5,Tekstur,Logistic Regression,0.764910337108613,0.049587944564611734,"[0.823275862069, 0.702380952381, 0.77207977208, 0.761904761905]"
5,5,Tekstur,SVM (RBF),0.8479801656298933,0.0463834561531244,"[0.856140350877, 0.78021978022, 0.880952380952, 0.87460815047]"
5,5,Tekstur,Random Forest,0.8533993148981708,0.021560401605174688,"[0.856140350877, 0.82905982906, 0.880952380952, 0.847444698703]"
5,5,Frekuensi,Logistic Regression,0.5332650536597905,0.15573215084391695,"[0.684615384615, 0.316239316239, 0.583333333333, 0.548872180451]"
5,5,Frekuensi,SVM (RBF),0.6036411927189416,0.04294339714293747,"[0.653220559532, 0.55, 0.615384615385, 0.59595959596]"
5,5,Frekuensi,Random Forest,0.5440089118461303,0.07316869850094927,"[0.549450549451, 0.641943734015, 0.515738498789, 0.468902865129]"
5,5,Gabungan 6 Fitur,Logistic Regression,0.8073411913034554,0.05399771778945092,"[0.806734006734, 0.733333333333, 0.860237596087, 0.82905982906]"
5,5,Gabungan 6 Fitur,SVM (RBF),0.9368552739800204,0.025059251973395782,"[0.917171717172, 0.918864097363, 0.940476190476, 0.970909090909]"
5,5,Gabungan 6 Fitur,Random Forest,0.9249368880240105,0.07391284960269998,"[0.943681318681, 0.815668202765, 0.969488939741, 0.970909090909]"
