left,right,patch_corr
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/polos/polos (7).png,0.3989
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/polos/polos (8).png,0.4097
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/polos/polos (9).png,0.4882
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (1).png,0.2944
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (10).png,0.3209
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (2).png,0.3779
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (3).png,0.3287
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (4).png,0.1707
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (5).png,0.2071
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (6).png,0.3758
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (7).png,0.3065
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (8).png,0.1957
dataset_batik/non_batik/garis/garis1 (3).jpg,dataset_batik/non_batik/tenun/tenun (9).png,0.1345
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_betawi (1).jpg,0.355
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_betawi (2).jpg,0.2675
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_betawi (3).jpg,0.1542
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_betawi (4).jpg,0.7126
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_betawi (5).jpg,0.638
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kalimantan_dayak (1).jpg,0.2187
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kalimantan_dayak (2).jpg,0.2812
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kalimantan_dayak (3).jpg,0.2979
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kalimantan_dayak (4).jpg,0.3682
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kalimantan_dayak (5).jpg,0.1736
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kawung (2).jpg,0.1631
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kawung (4).jpg,0.0949
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kawung (5).jpg,0.2558
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kawung.jpg,0.0499
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_kawung.png,0.1797
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_megamendung (1).jpg,0.4495
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_megamendung (1).webp,0.2679
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_megamendung (2).jpg,0.2372
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_megamendung (4).jpg,0.1181
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_megamendung (5).jpg,0.7776
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_parang (2).jpg,0.1224
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_parang (3).jpg,0.1986
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_parang (4).jpg,0.1404
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_parang (5).jpg,0.1237
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_parang.jpg,0.0753
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_sogan (1).jpg,0.1453
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_sogan (2).jpg,0.242
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_sogan (3).jpg,0.157
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_sogan (4).jpg,0.2603
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/batik/batik_sogan (5).jpg,0.6431
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/flanel_kotak (1).jpg,0.6391
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/flanel_kotak (2).jpg,0.8035
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/flanel_kotak (3).jpg,0.3431
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_bunga (1).jpg,0.3538
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_bunga (2).jpg,0.1881
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_bunga (3).jpg,0.4214
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_bunga (4).jpg,0.2681
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_fabric (1).jpg,0.0562
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_fabric (2).jpg,0.083
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_fabric (3).jpg,0.0397
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_kotak (1).jpg,0.1385
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_kotak (1).png,0.2207
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_kotak (2).jpg,0.0585
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_kotak (3).jpg,0.3046
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_salur (1).jpg,0.0496
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_salur (2).jpg,0.2642
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_salur (3).jpg,0.0297
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_salur (4).jpg,0.0666
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,0.232
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).webp,0.2716
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,0.3806
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,0.7704
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polkadot1.jpg,0.2521
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polkadot2.jpg,0.1327
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polkadot3.jpg,0.1596
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polos1.jpg,0.6039
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polos2.jpg,0.225
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polos3.webp,0.5227
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polos4.webp,0.81
dataset_batik/non_batik/garis/garis1 (3).jpg,uji_eksternal/non_batik/polos5.jpg,0.091
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/garis/garis1 (5).jpg,0.0431
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (1).png,0.0997
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (10).png,0.0355
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (2).png,0.44
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (3).png,0.0419
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (4).png,0.0255
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (5).png,0.1272
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (6).png,0.112
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (7).png,0.0844
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (8).png,0.2006
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/geometris/geometris (9).png,0.2869
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/kotak/kotak2.jpg,0.0715
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/kotak/kotak3.png,0.0387
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/kotak/kotak4.jpg,0.0317
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/kotak/kotak5.jpg,0.028
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (1).png,0.058
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (10).png,0.0462
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (2).png,0.0472
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (3).png,0.1352
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (4).png,0.0867
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (5).png,0.1026
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (6).png,0.0533
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (7).png,0.0464
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (8).png,0.0706
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/modern/modern (9).png,0.0688
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polkadot/polkadot4.jpg,0.0447
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polkadot/polkadot5.jpg,0.0582
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (1).png,0.2081
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (10).png,0.0948
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (2).png,0.099
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (3).png,0.1102
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (4).png,0.1019
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (5).png,0.2063
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (6).png,0.0883
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (7).png,0.0806
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (8).png,0.0933
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/polos/polos (9).png,0.0972
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (1).png,0.0717
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (10).png,0.097
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (2).png,0.1295
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (3).png,0.1031
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (4).png,0.1206
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (5).png,0.111
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (6).png,0.0934
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (7).png,0.0664
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (8).png,0.1489
dataset_batik/non_batik/garis/garis1 (4).jpg,dataset_batik/non_batik/tenun/tenun (9).png,0.0782
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_betawi (1).jpg,0.0647
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_betawi (2).jpg,0.0503
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_betawi (3).jpg,0.0677
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_betawi (4).jpg,0.0534
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_betawi (5).jpg,0.0627
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kalimantan_dayak (1).jpg,0.0681
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kalimantan_dayak (2).jpg,0.0498
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kalimantan_dayak (3).jpg,0.0726
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kalimantan_dayak (4).jpg,0.0617
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kalimantan_dayak (5).jpg,0.0546
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kawung (2).jpg,0.0291
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kawung (4).jpg,0.0962
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kawung (5).jpg,0.0605
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kawung.jpg,0.0273
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_kawung.png,0.0461
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_megamendung (1).jpg,0.0837
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_megamendung (1).webp,0.0714
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_megamendung (2).jpg,0.0607
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_megamendung (4).jpg,0.0707
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_megamendung (5).jpg,0.1698
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_parang (2).jpg,0.0583
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_parang (3).jpg,0.0413
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_parang (4).jpg,0.0389
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_parang (5).jpg,0.0698
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_parang.jpg,0.021
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_sogan (1).jpg,0.0607
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_sogan (2).jpg,0.0556
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_sogan (3).jpg,0.0782
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_sogan (4).jpg,0.1061
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/batik/batik_sogan (5).jpg,0.136
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/flanel_kotak (1).jpg,0.0826
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/flanel_kotak (2).jpg,0.0812
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/flanel_kotak (3).jpg,0.0614
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_bunga (1).jpg,0.055
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_bunga (2).jpg,0.0907
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_bunga (3).jpg,0.0703
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_bunga (4).jpg,0.0632
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_fabric (1).jpg,0.219
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_fabric (2).jpg,0.073
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_fabric (3).jpg,0.041
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_kotak (1).jpg,0.039
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_kotak (1).png,0.0431
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_kotak (2).jpg,0.3494
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_kotak (3).jpg,0.0512
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_salur (1).jpg,0.0246
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_salur (2).jpg,0.2212
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_salur (3).jpg,0.0152
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_salur (4).jpg,0.0116
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,0.0611
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).webp,0.0717
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,0.0729
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,0.0853
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polkadot1.jpg,0.0644
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polkadot2.jpg,0.0821
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polkadot3.jpg,0.293
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polos1.jpg,0.0825
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polos2.jpg,0.0232
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polos3.webp,0.111
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polos4.webp,0.1368
dataset_batik/non_batik/garis/garis1 (4).jpg,uji_eksternal/non_batik/polos5.jpg,0.0387
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (1).png,0.1019
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (10).png,0.1324
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (2).png,0.376
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (3).png,0.1583
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (4).png,0.1828
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (5).png,0.1104
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (6).png,0.2572
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (7).png,0.089
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (8).png,0.2144
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/geometris/geometris (9).png,0.2003
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/kotak/kotak2.jpg,0.176
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/kotak/kotak3.png,0.0856
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/kotak/kotak4.jpg,0.0488
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/kotak/kotak5.jpg,0.0853
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (1).png,0.1051
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (10).png,0.1254
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (2).png,0.1525
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (3).png,0.128
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (4).png,0.1063
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (5).png,0.1001
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (6).png,0.1213
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (7).png,0.1641
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (8).png,0.1135
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/modern/modern (9).png,0.1403
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polkadot/polkadot4.jpg,0.0931
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polkadot/polkadot5.jpg,0.0842
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (1).png,0.2038
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (10).png,0.2564
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (2).png,0.2616
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (3).png,0.2559
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (4).png,0.2587
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (5).png,0.202
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (6).png,0.2669
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (7).png,0.2177
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (8).png,0.2343
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/polos/polos (9).png,0.2639
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (1).png,0.2312
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (10).png,0.2117
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (2).png,0.1712
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (3).png,0.3243
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (4).png,0.1562
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (5).png,0.2083
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (6).png,0.1868
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (7).png,0.1725
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (8).png,0.1631
dataset_batik/non_batik/garis/garis1 (5).jpg,dataset_batik/non_batik/tenun/tenun (9).png,0.1779
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_betawi (1).jpg,0.1009
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_betawi (2).jpg,0.1278
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_betawi (3).jpg,0.1366
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_betawi (4).jpg,0.1235
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_betawi (5).jpg,0.1736
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kalimantan_dayak (1).jpg,0.1393
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kalimantan_dayak (2).jpg,0.11
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kalimantan_dayak (3).jpg,0.1343
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kalimantan_dayak (4).jpg,0.1108
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kalimantan_dayak (5).jpg,0.0948
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kawung (2).jpg,0.0746
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kawung (4).jpg,0.1253
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kawung (5).jpg,0.0885
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kawung.jpg,0.0286
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_kawung.png,0.0716
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_megamendung (1).jpg,0.084
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_megamendung (1).webp,0.0894
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_megamendung (2).jpg,0.0897
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_megamendung (4).jpg,0.0734
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_megamendung (5).jpg,0.1022
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_parang (2).jpg,0.1072
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_parang (3).jpg,0.0844
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_parang (4).jpg,0.114
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_parang (5).jpg,0.1391
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_parang.jpg,0.0738
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_sogan (1).jpg,0.0846
dataset_batik/non_batik/garis/garis1 (5).jpg,uji_eksternal/batik/batik_sogan (2).jpg,0.0895
